tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
CO,2022-02-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
PA,2022-02-08,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
CO,2022-02-08,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
BR,2022-02-08,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
PA,2022-02-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
US,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
US,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
CO,2022-02-08,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
CO,2022-02-08,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
CO,2022-02-08,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
CO,2022-02-08,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
CO,2022-02-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
CO,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
CO,2022-02-08,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
CO,2022-02-08,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CO,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
CO,2022-02-08,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
CO,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
PA,2022-02-07,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
CO,2022-02-07,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
BR,2022-02-07,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
PE,2022-02-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
PE,2022-02-07,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
US,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CO,2022-02-07,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
PE,2022-02-07,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CO,2022-02-07,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PA,2022-02-07,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
CO,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
PE,2022-02-07,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2022-02-07,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
CL,2022-02-07,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
CO,2022-02-07,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
PA,2022-02-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
CO,2022-02-07,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
CO,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
PE,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-07,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
CO,2022-02-07,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
CO,2022-02-07,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
BR,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
CO,2022-02-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
CO,2022-02-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
US,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
CO,2022-02-07,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-07,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
CO,2022-02-07,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
BR,2022-02-07,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
CR,2022-02-07,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
BR,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
CO,2022-02-06,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
PA,2022-02-06,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
CL,2022-02-06,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PA,2022-02-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
PE,2022-02-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
CO,2022-02-06,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
PE,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-06,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
PE,2022-02-06,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
US,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CO,2022-02-06,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
CO,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
CO,2022-02-06,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CR,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
CO,2022-02-06,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
CO,2022-02-06,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
PE,2022-02-06,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2022-02-06,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
US,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
CO,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
CO,2022-02-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
BR,2022-02-06,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
CO,2022-02-06,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
CO,2022-02-06,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PE,2022-02-06,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
BR,2022-02-06,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
CO,2022-02-06,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
CO,2022-02-06,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
PA,2022-02-06,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
CO,2022-02-05,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
IN,2022-02-05,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
CO,2022-02-05,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PE,2022-02-05,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CR,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
CL,2022-02-05,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PA,2022-02-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
CO,2022-02-05,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
CO,2022-02-05,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
CO,2022-02-05,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
US,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
US,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
PA,2022-02-05,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
BR,2022-02-05,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
IN,2022-02-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
CO,2022-02-05,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
CO,2022-02-05,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
PA,2022-02-05,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
PE,2022-02-05,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2022-02-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
PE,2022-02-05,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
CO,2022-02-05,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
PE,2022-02-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
CO,2022-02-05,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
CO,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
CO,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
CO,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
PE,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-05,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
CO,2022-02-05,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
BR,2022-02-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
PA,2022-02-04,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
PE,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-04,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
CO,2022-02-04,6.269973,-75.565726,Parque Explora,1,10,Saturday,0.0
CO,2022-02-04,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
CO,2022-02-04,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
US,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
CO,2022-02-04,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
CO,2022-02-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
CR,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
CO,2022-02-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,45.0
CO,2022-02-04,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-04,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
PE,2022-02-04,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CO,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
PE,2022-02-04,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
IN,2022-02-04,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
CO,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
PA,2022-02-04,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
PA,2022-02-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
CO,2022-02-04,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
CO,2022-02-04,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
CO,2022-02-04,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
CO,2022-02-04,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
IN,2022-02-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-02-04,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
PE,2022-02-04,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CL,2022-02-04,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
CO,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
IN,2022-02-04,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
PE,2022-02-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
CO,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-04,6.289108,-75.509377,Parque Arví,2,10,Saturday,47.0
IN,2022-02-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-02-04,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
IN,2022-02-04,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-02-03,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
PE,2022-02-03,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
IN,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,45.0
CO,2022-02-03,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
CO,2022-02-03,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,6,Friday,1.0
IN,2022-02-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-02-03,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
CO,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
PE,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-03,6.269973,-75.565726,Parque Explora,1,10,Saturday,0.0
CO,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
CO,2022-02-03,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
PE,2022-02-03,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CO,2022-02-03,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
CO,2022-02-03,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
CO,2022-02-03,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
IN,2022-02-03,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
CR,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
IN,2022-02-03,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
CO,2022-02-03,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
CR,2022-02-03,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2022-02-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
CO,2022-02-03,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-03,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
IN,2022-02-03,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-02-03,6.223166,-75.580316,Parque de la Conservación Medellín,7,24,Friday,1.0
CO,2022-02-03,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
CO,2022-02-03,6.289108,-75.509377,Parque Arví,2,10,Saturday,47.0
CO,2022-02-03,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
CR,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
CO,2022-02-02,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-02,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,6,Friday,1.0
CO,2022-02-02,6.269973,-75.565726,Parque Explora,1,10,Saturday,0.0
CO,2022-02-02,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
CO,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
CO,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
CO,2022-02-02,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
CO,2022-02-02,6.289108,-75.509377,Parque Arví,2,4,Wednesday,1.0
CO,2022-02-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
CO,2022-02-02,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Thursday,1.0
CO,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,7,24,Friday,1.0
CO,2022-02-02,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
IN,2022-02-02,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
PE,2022-02-02,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
PE,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-02,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
CO,2022-02-02,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
CO,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Thursday,1.0
IN,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-02-02,6.289108,-75.509377,Parque Arví,2,10,Saturday,47.0
CO,2022-02-02,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CR,2022-02-02,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2022-02-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,45.0
CO,2022-02-02,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
IN,2022-02-02,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
CO,2022-02-02,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
IN,2022-02-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-02-02,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
CO,2022-02-02,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
IN,2022-02-02,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-02-02,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
CO,2022-02-01,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,45.0
IN,2022-02-01,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
PE,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-02-01,6.252391,-75.568911,Museo de Antioquia,2,4,Tuesday,0.0
CO,2022-02-01,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
CO,2022-02-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
CO,2022-02-01,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Thursday,1.0
CR,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,3,3,Tuesday,1.0
IN,2022-02-01,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-02-01,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
CO,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
CR,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Wednesday,23.0
IN,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-02-01,6.269973,-75.565726,Parque Explora,1,10,Saturday,0.0
CO,2022-02-01,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
CR,2022-02-01,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2022-02-01,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
PE,2022-02-01,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2022-02-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
CO,2022-02-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,6,Friday,1.0
CO,2022-02-01,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
CO,2022-02-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Tuesday,1.0
CO,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
CO,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.0
CO,2022-02-01,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
CO,2022-02-01,6.289108,-75.509377,Parque Arví,2,8,Wednesday,103.0
IN,2022-02-01,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-02-01,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Wednesday,1.0
CO,2022-02-01,6.289108,-75.509377,Parque Arví,2,10,Saturday,47.0
IN,2022-02-01,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
CO,2022-02-01,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,2.0
CO,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,7,24,Friday,1.0
CO,2022-02-01,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Tuesday,0.0
CO,2022-02-01,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Thursday,1.0
CO,2022-01-31,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
CO,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
IN,2022-01-31,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
IN,2022-01-31,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
IN,2022-01-31,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-01-31,6.289108,-75.509377,Parque Arví,2,10,Saturday,47.0
CO,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
CO,2022-01-31,6.269973,-75.565726,Parque Explora,1,10,Saturday,0.0
IN,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-01-31,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
CR,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Wednesday,23.0
CO,2022-01-31,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,15,Sunday,1.0
CO,2022-01-31,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
CO,2022-01-31,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,45.0
CO,2022-01-31,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Thursday,1.0
CO,2022-01-31,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
CO,2022-01-31,6.289108,-75.509377,Parque Arví,2,8,Wednesday,103.0
US,2022-01-31,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,0.0
CR,2022-01-31,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2022-01-31,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
CO,2022-01-31,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,6,Friday,1.0
CO,2022-01-31,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
CO,2022-01-31,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Wednesday,1.0
CO,2022-01-31,6.269973,-75.565726,Parque Explora,2,8,Tuesday,102.0
CO,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,7,24,Friday,1.0
CO,2022-01-31,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Thursday,1.0
IN,2022-01-31,6.289108,-75.509377,Parque Arví,1,2,Sunday,2.0
CO,2022-01-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,6,Friday,1.0
CO,2022-01-30,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Thursday,1.0
CO,2022-01-30,6.289108,-75.509377,Parque Arví,2,8,Wednesday,103.0
IN,2022-01-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,2.0
CO,2022-01-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,6,Saturday,0.0
CO,2022-01-30,6.223166,-75.580316,Parque de la Conservación Medellín,4,14,Saturday,1.3
CO,2022-01-30,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
IN,2022-01-30,6.269973,-75.565726,Parque Explora,1,2,Saturday,1.0
CO,2022-01-30,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,22.5
IN,2022-01-30,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,1.0
CR,2022-01-30,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2022-01-30,6.269973,-75.565726,Parque Explora,6,17,Sunday,8.3
CO,2022-01-30,6.223166,-75.580316,Parque de la Conservación Medellín,7,24,Friday,1.0
CO,2022-01-30,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Wednesday,1.0
CO,2022-01-30,6.223166,-75.580316,Parque de la Conservación Medellín,8,23,Sunday,0.6
CO,2022-01-30,6.2726953,-75.5671962,Parque Norte Medellín,2,7,Sunday,24.0
CO,2022-01-30,6.289108,-75.509377,Parque Arví,1,2,Sunday,46.0
