tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
PA,2022-02-18,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,8.0
CO,2022-02-18,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Thursday,20.5
CO,2022-02-18,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
CO,2022-02-18,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Tuesday,32.0
CO,2022-02-18,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-18,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
CO,2022-02-18,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Friday,21.5
CO,2022-02-17,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
PA,2022-02-17,6.289108,-75.509377,Parque Arví,1,2,Wednesday,6.0
MX,2022-02-17,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Thursday,2.0
CO,2022-02-17,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
CO,2022-02-17,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
CO,2022-02-17,6.269973,-75.565726,Parque Explora,2,4,Tuesday,16.0
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Tuesday,11.0
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,22,113,Sunday,2.1
CO,2022-02-17,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-17,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-17,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
CO,2022-02-17,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,15.0
CO,2022-02-17,6.289108,-75.509377,Parque Arví,2,6,Sunday,19.0
PA,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-17,6.2726953,-75.5671962,Parque Norte Medellín,11,25,Saturday,0.7
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,0.5
MX,2022-02-17,6.289108,-75.509377,Parque Arví,1,2,Thursday,2.0
CO,2022-02-17,6.289108,-75.509377,Parque Arví,2,4,Thursday,18.0
CO,2022-02-17,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Wednesday,0.0
CO,2022-02-17,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Tuesday,32.0
CO,2022-02-17,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
MX,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Thursday,20.5
CO,2022-02-17,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
CO,2022-02-17,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-17,6.2726953,-75.5671962,Parque Norte Medellín,15,49,Sunday,0.7
CO,2022-02-17,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-17,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-17,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,32.0
MX,2022-02-17,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
US,2022-02-17,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-17,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,12,Sunday,0.8
MX,2022-02-17,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,0.0
CO,2022-02-16,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,12,Sunday,0.8
PA,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-16,6.2726953,-75.5671962,Parque Norte Medellín,15,49,Sunday,0.7
CO,2022-02-16,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,32.0
MX,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
US,2022-02-16,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-16,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
CO,2022-02-16,6.2726953,-75.5671962,Parque Norte Medellín,11,25,Saturday,0.7
CO,2022-02-16,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-16,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
CO,2022-02-16,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-16,6.269973,-75.565726,Parque Explora,2,4,Tuesday,16.0
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,0.5
CO,2022-02-16,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Tuesday,11.0
MX,2022-02-16,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,0.0
CO,2022-02-16,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,22,113,Sunday,2.1
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,15.0
CO,2022-02-16,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
CO,2022-02-16,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
MX,2022-02-16,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
US,2022-02-16,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
CO,2022-02-16,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-16,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-16,6.289108,-75.509377,Parque Arví,2,6,Sunday,19.0
CO,2022-02-16,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Wednesday,0.0
PA,2022-02-16,6.289108,-75.509377,Parque Arví,1,2,Wednesday,6.0
CO,2022-02-16,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-16,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Tuesday,32.0
CO,2022-02-16,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
CO,2022-02-16,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
CO,2022-02-16,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
CO,2022-02-16,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
CO,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,22,113,Sunday,2.1
CO,2022-02-15,6.269973,-75.565726,Parque Explora,2,4,Tuesday,16.0
CO,2022-02-15,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-15,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
MX,2022-02-15,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,0.0
CO,2022-02-15,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
CO,2022-02-15,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
MX,2022-02-15,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
CO,2022-02-15,6.2726953,-75.5671962,Parque Norte Medellín,15,49,Sunday,0.7
CO,2022-02-15,6.2726953,-75.5671962,Parque Norte Medellín,11,25,Saturday,0.7
CO,2022-02-15,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Tuesday,32.0
BR,2022-02-15,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-15,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,32.0
CO,2022-02-15,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,12,Sunday,0.8
CO,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,0.5
CO,2022-02-15,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
CO,2022-02-15,6.289108,-75.509377,Parque Arví,2,6,Sunday,19.0
MX,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CO,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Tuesday,11.0
CO,2022-02-15,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-15,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-15,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
CO,2022-02-15,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
US,2022-02-15,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
BR,2022-02-15,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-15,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
CO,2022-02-15,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
CO,2022-02-15,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
PA,2022-02-15,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-15,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
US,2022-02-15,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-15,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-15,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
CO,2022-02-14,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
BR,2022-02-14,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-14,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-14,6.2726953,-75.5671962,Parque Norte Medellín,15,49,Sunday,0.7
CO,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,22,113,Sunday,2.1
CO,2022-02-14,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
CO,2022-02-14,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
CO,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
CO,2022-02-14,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-14,6.2726953,-75.5671962,Parque Norte Medellín,11,25,Saturday,0.7
CO,2022-02-14,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
CO,2022-02-14,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
US,2022-02-14,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
BR,2022-02-14,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-14,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,12,Sunday,0.8
CO,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,0.5
CO,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-14,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
CO,2022-02-14,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
PA,2022-02-14,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-14,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
CO,2022-02-14,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-14,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-14,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
CO,2022-02-14,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-14,6.289108,-75.509377,Parque Arví,2,6,Sunday,19.0
US,2022-02-14,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
CO,2022-02-14,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
CO,2022-02-14,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
CO,2022-02-13,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,22,113,Sunday,2.1
US,2022-02-13,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
BR,2022-02-13,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-13,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-13,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
CO,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,0.5
CO,2022-02-13,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
CO,2022-02-13,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-13,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,12,Saturday,0.6
CO,2022-02-13,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,12,Sunday,0.8
CO,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-13,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
CO,2022-02-13,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
CO,2022-02-13,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-13,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
CO,2022-02-13,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
CO,2022-02-13,6.289108,-75.509377,Parque Arví,2,6,Sunday,19.0
CO,2022-02-13,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,2.0
CO,2022-02-13,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
CO,2022-02-13,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
CO,2022-02-13,6.269973,-75.565726,Parque Explora,1,2,Sunday,10.0
PA,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-13,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
CO,2022-02-13,6.2726953,-75.5671962,Parque Norte Medellín,15,49,Sunday,0.7
CO,2022-02-13,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
US,2022-02-13,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-13,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
CO,2022-02-13,6.2726953,-75.5671962,Parque Norte Medellín,11,25,Saturday,0.7
BR,2022-02-13,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-12,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-12,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,4,Saturday,4.0
CO,2022-02-12,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
CO,2022-02-12,6.252391,-75.568911,Museo de Antioquia,2,4,Saturday,5.0
CO,2022-02-12,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
CO,2022-02-12,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
CO,2022-02-12,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
CO,2022-02-12,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-12,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
CO,2022-02-12,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CO,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-12,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
CO,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-02-12,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
CO,2022-02-12,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
US,2022-02-12,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
CO,2022-02-12,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
BR,2022-02-12,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
CO,2022-02-12,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
PA,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,3.0
CO,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
BR,2022-02-12,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-12,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
US,2022-02-12,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-12,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
CO,2022-02-12,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
CO,2022-02-12,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
BR,2022-02-12,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-12,6.2726953,-75.5671962,Parque Norte Medellín,4,8,Saturday,1.5
CO,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
BR,2022-02-11,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-11,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
BR,2022-02-11,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
CO,2022-02-11,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
CO,2022-02-11,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CO,2022-02-11,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,31.0
US,2022-02-11,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
US,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CO,2022-02-11,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Friday,0.0
CO,2022-02-11,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
CO,2022-02-11,6.289108,-75.509377,Parque Arví,1,2,Friday,1.0
CO,2022-02-11,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
BR,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
CO,2022-02-11,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,1,Thursday,0.0
CO,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
US,2022-02-11,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CO,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-11,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
BR,2022-02-11,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
BR,2022-02-11,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-11,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
CO,2022-02-11,6.252391,-75.568911,Museo de Antioquia,1,2,Thursday,0.0
CO,2022-02-11,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
CO,2022-02-11,6.269973,-75.565726,Parque Explora,3,8,Friday,11.3
CO,2022-02-11,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,31.0
CO,2022-02-11,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
CO,2022-02-11,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,6,Friday,0.3
CO,2022-02-11,6.2726953,-75.5671962,Parque Norte Medellín,1,5,Thursday,0.0
CO,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
CO,2022-02-11,6.223166,-75.580316,Parque de la Conservación Medellín,7,15,Friday,4.7
CO,2022-02-11,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
CO,2022-02-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
CO,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
CO,2022-02-10,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CO,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,2.0
CO,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
CO,2022-02-10,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
CO,2022-02-10,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
CL,2022-02-10,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
CO,2022-02-10,6.289108,-75.509377,Parque Arví,1,1,Thursday,5.0
BR,2022-02-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
CO,2022-02-10,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
CO,2022-02-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
CO,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
CO,2022-02-10,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PE,2022-02-10,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
PE,2022-02-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
PA,2022-02-10,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
CO,2022-02-10,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
BR,2022-02-10,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
BR,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
US,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CO,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
PA,2022-02-10,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
PA,2022-02-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
BR,2022-02-10,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-10,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
BR,2022-02-10,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
US,2022-02-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
CO,2022-02-10,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
US,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Friday,86.0
BR,2022-02-09,6.269973,-75.565726,Parque Explora,1,2,Wednesday,13.0
CO,2022-02-09,6.269973,-75.565726,Parque Explora,1,2,Sunday,0.0
CO,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
CO,2022-02-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Sunday,55.0
CO,2022-02-09,6.269973,-75.565726,Parque Explora,4,4,Tuesday,2.3
PE,2022-02-09,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
PA,2022-02-09,6.269973,-75.565726,Parque Explora,1,2,Friday,36.0
CL,2022-02-09,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
BR,2022-02-09,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
PA,2022-02-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,36.0
CO,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Saturday,3.7
BR,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
US,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
BR,2022-02-09,6.289108,-75.509377,Parque Arví,1,2,Sunday,10.0
BR,2022-02-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,13.0
PE,2022-02-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
CO,2022-02-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,3,3,Wednesday,4.0
PA,2022-02-09,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
CO,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,13,30,Sunday,1.5
CO,2022-02-09,6.2726953,-75.5671962,Parque Norte Medellín,2,9,Saturday,1.5
CO,2022-02-09,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
CO,2022-02-09,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PE,2022-02-09,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CO,2022-02-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Saturday,0.0
CO,2022-02-09,6.252391,-75.568911,Museo de Antioquia,3,3,Monday,2.0
CO,2022-02-09,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,0.5
CO,2022-02-09,6.289108,-75.509377,Parque Arví,2,2,Sunday,1.0
CO,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,1.0
BR,2022-02-08,6.252391,-75.568911,Museo de Antioquia,1,2,Saturday,9.0
BR,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,9.0
PA,2022-02-08,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,36.0
PE,2022-02-08,6.289108,-75.509377,Parque Arví,1,3,Thursday,2.0
CL,2022-02-08,6.269973,-75.565726,Parque Explora,1,3,Friday,0.0
PE,2022-02-08,6.252391,-75.568911,Museo de Antioquia,1,3,Friday,3.0
PE,2022-02-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,3,Friday,3.0
CO,2022-02-08,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Friday,1.0
